ID,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
718,Information Retrieval and Recommendation System for Astronomical Observatories,"  We present a machine learning based information retrieval system for
astronomical observatories that tries to address user defined queries related
to an instrument. In the modern instrumentation scenario where heterogeneous
systems and talents are simultaneously at work, the ability to supply with the
right information helps speeding up the detector maintenance operations.
Enhancing the detector uptime leads to increased coincidence observation and
improves the likelihood for the detection of astrophysical signals. Besides,
such efforts will efficiently disseminate technical knowledge to a wider
audience and will help the ongoing efforts to build upcoming detectors like the
LIGO-India etc even at the design phase to foresee possible challenges. The
proposed method analyses existing documented efforts at the site to
intelligently group together related information to a query and to present it
on-line to the user. The user in response can further go into interesting links
and find already developed solutions or probable ways to address the present
situation optimally. A web application that incorporates the above idea has
been implemented and tested for LIGO Livingston, LIGO Hanford and Virgo
observatories.
",0,1,0,0,0,0
719,Database Learning: Toward a Database that Becomes Smarter Every Time,"  In today's databases, previous query answers rarely benefit answering future
queries. For the first time, to the best of our knowledge, we change this
paradigm in an approximate query processing (AQP) context. We make the
following observation: the answer to each query reveals some degree of
knowledge about the answer to another query because their answers stem from the
same underlying distribution that has produced the entire dataset. Exploiting
and refining this knowledge should allow us to answer queries more
analytically, rather than by reading enormous amounts of raw data. Also,
processing more queries should continuously enhance our knowledge of the
underlying distribution, and hence lead to increasingly faster response times
for future queries.
We call this novel idea---learning from past query answers---Database
Learning. We exploit the principle of maximum entropy to produce answers, which
are in expectation guaranteed to be more accurate than existing sample-based
approximations. Empowered by this idea, we build a query engine on top of Spark
SQL, called Verdict. We conduct extensive experiments on real-world query
traces from a large customer of a major database vendor. Our results
demonstrate that Verdict supports 73.7% of these queries, speeding them up by
up to 23.0x for the same accuracy level compared to existing AQP systems.
",1,0,0,0,0,0
720,A Continuous Relaxation of Beam Search for End-to-end Training of Neural Sequence Models,"  Beam search is a desirable choice of test-time decoding algorithm for neural
sequence models because it potentially avoids search errors made by simpler
greedy methods. However, typical cross entropy training procedures for these
models do not directly consider the behaviour of the final decoding method. As
a result, for cross-entropy trained models, beam decoding can sometimes yield
reduced test performance when compared with greedy decoding. In order to train
models that can more effectively make use of beam search, we propose a new
training procedure that focuses on the final loss metric (e.g. Hamming loss)
evaluated on the output of beam search. While well-defined, this ""direct loss""
objective is itself discontinuous and thus difficult to optimize. Hence, in our
approach, we form a sub-differentiable surrogate objective by introducing a
novel continuous approximation of the beam search decoding procedure. In
experiments, we show that optimizing this new training objective yields
substantially better results on two sequence tasks (Named Entity Recognition
and CCG Supertagging) when compared with both cross entropy trained greedy
decoding and cross entropy trained beam decoding baselines.
",1,0,0,0,0,0
721,Measurably entire functions and their growth,"  In 1997 B. Weiss introduced the notion of measurably entire functions and
proved that they exist on every arbitrary free C- action defined on standard
probability space. In the same paper he asked about the minimal possible growth
of measurably entire functions. In this work we show that for every arbitrary
free C- action defined on a standard probability space there exists a
measurably entire function whose growth does not exceed exp (exp[log^p |z|])
for any p > 3. This complements a recent result by Buhovski, Gl체cksam,
Logunov, and Sodin (arXiv:1703.08101) who showed that such functions cannot
grow slower than exp (exp[log^p |z|]) for any p < 2.
",0,0,1,0,0,0
722,"Graph Theoretical Models of Closed n-Dimensional Manifolds: Digital Models of a Moebius Strip, a Torus, a Projective Plane a Klein Bottle and n-Dimensional Spheres","  In this paper, we show how to construct graph theoretical models of
n-dimensional continuous objects and manifolds. These models retain topological
properties of their continuous counterparts. An LCL collection of n-cells in
Euclidean space is introduced and investigated. If an LCL collection of n-cells
is a cover of a continuous n-dimensional manifold then the intersection graph
of this cover is a digital closed n-dimensional manifold with the same topology
as its continuous counterpart. As an example, we prove that the digital model
of a continuous n-dimensional sphere is a digital n-sphere with at least 2n+2
points, the digital model of a continuous projective plane is a digital
projective plane with at least eleven points, the digital model of a continuous
Klein bottle is the digital Klein bottle with at least sixteen points, the
digital model of a continuous torus is the digital torus with at least sixteen
points and the digital model of a continuous Moebius band is the digital
Moebius band with at least twelve points.
",1,0,1,0,0,0
723,Completely $p$-primitive binary quadratic forms,"  Let $f(x,y)=ax^2+bxy+cy^2$ be a binary quadratic form with integer
coefficients. For a prime $p$ not dividing the discriminant of $f$, we say $f$
is completely $p$-primitive if for any non-zero integer $N$, the diophantine
equation $f(x,y)=N$ has always an integer solution $(x,y)=(m,n)$ with
$(m,n,p)=1$ whenever it has an integer solution. In this article, we study
various properties of completely $p$-primitive binary quadratic forms. In
particular, we give a necessary and sufficient condition for a definite binary
quadratic form $f$ to be completely $p$-primitive.
",0,0,1,0,0,0
724,Analysis of Multivariate Data and Repeated Measures Designs with the R Package MANOVA.RM,"  The numerical availability of statistical inference methods for a modern and
robust analysis of longitudinal- and multivariate data in factorial experiments
is an essential element in research and education. While existing approaches
that rely on specific distributional assumptions of the data (multivariate
normality and/or characteristic covariance matrices) are implemented in
statistical software packages, there is a need for user-friendly software that
can be used for the analysis of data that do not fulfill the aforementioned
assumptions and provide accurate p-value and confidence interval estimates.
Therefore, newly developed statistical methods for the analysis of repeated
measures designs and multivariate data that neither assume multivariate
normality nor specific covariance matrices have been implemented in the freely
available R-package MANOVA.RM. The package is equipped with a graphical user
interface for plausible applications in academia and other educational purpose.
Several motivating examples illustrate the application of the methods.
",0,0,0,1,0,0
725,Multiple Illumination Phaseless Super-Resolution (MIPS) with Applications To Phaseless DOA Estimation and Diffraction Imaging,"  Phaseless super-resolution is the problem of recovering an unknown signal
from measurements of the magnitudes of the low frequency Fourier transform of
the signal. This problem arises in applications where measuring the phase, and
making high-frequency measurements, are either too costly or altogether
infeasible. The problem is especially challenging because it combines the
difficult problems of phase retrieval and classical super-resolution
",1,0,1,0,0,0
726,Local Marchenko-Pastur Law for Random Bipartite Graphs,"  This paper is the first chapter of three of the author's undergraduate
thesis. We study the random matrix ensemble of covariance matrices arising from
random $(d_b, d_w)$-regular bipartite graphs on a set of $M$ black vertices and
$N$ white vertices, for $d_b \gg \log^4 N$. We simultaneously prove that the
Green's functions of these covariance matrices and the adjacency matrices of
the underlying graphs agree with the corresponding limiting law (e.g.
Marchenko-Pastur law for covariance matrices) down to the optimal scale. This
is an improvement from the previously known mesoscopic results. We obtain
eigenvector delocalization for the covariance matrix ensemble as consequence,
as well as a weak rigidity estimate.
",0,0,1,1,0,0
727,Photoelectron Yields of Scintillation Counters with Embedded Wavelength-Shifting Fibers Read Out With Silicon Photomultipliers,"  Photoelectron yields of extruded scintillation counters with titanium dioxide
coating and embedded wavelength shifting fibers read out by silicon
photomultipliers have been measured at the Fermilab Test Beam Facility using
120\,GeV protons. The yields were measured as a function of transverse,
longitudinal, and angular positions for a variety of scintillator compositions
and reflective coating mixtures, fiber diameters, and photosensor sizes. Timing
performance was also studied. These studies were carried out by the Cosmic Ray
Veto Group of the Mu2e collaboration as part of their R\&D program.
",0,1,0,0,0,0
728,"Precise measurement of hyperfine structure in the $ \rm {3\,S_{1/2}} $ state of $ \rm{^7Li} $","  We report a precise measurement of hyperfine structure in the $ \rm
{3\,S_{1/2}} $ state of the odd isotope of Li, namely $ \rm {^7Li} $. The state
is excited from the ground $ \rm {2\,S_{1/2}} $ state (which has the same
parity) using two single-photon transitions via the intermediate $ \rm
{2\,P_{3/2}} $ state. The value of the hyperfine constant we measure is $ A =
93.095(52)$ MHz, which resolves two discrepant values reported in the
literature measured using other techniques. Our value is also consistent with
theoretical calculations.
",0,1,0,0,0,0
729,Reconstructing global fields from dynamics in the abelianized Galois group,"  We study a dynamical system induced by the Artin reciprocity map for a global
field. We translate the conjugacy of such dynamical systems into various
arithmetical properties that are equivalent to field isomorphism, relating it
to anabelian geometry.
",0,0,1,0,0,0
730,Algebraic models of the Euclidean plane,"  We introduce a new invariant, the real (logarithmic)-Kodaira dimension, that
allows to distinguish smooth real algebraic surfaces up to birational
diffeomorphism. As an application, we construct infinite families of smooth
rational real algebraic surfaces with trivial homology groups, whose real loci
are diffeomorphic to $\mathbb{R}^2$, but which are pairwise not birationally
diffeomorphic. There are thus infinitely many non-trivial models of the
euclidean plane, contrary to the compact case.
",0,0,1,0,0,0
731,Decentralization of Multiagent Policies by Learning What to Communicate,"  Effective communication is required for teams of robots to solve
sophisticated collaborative tasks. In practice it is typical for both the
encoding and semantics of communication to be manually defined by an expert;
this is true regardless of whether the behaviors themselves are bespoke,
optimization based, or learned. We present an agent architecture and training
methodology using neural networks to learn task-oriented communication
semantics based on the example of a communication-unaware expert policy. A
perimeter defense game illustrates the system's ability to handle dynamically
changing numbers of agents and its graceful degradation in performance as
communication constraints are tightened or the expert's observability
assumptions are broken.
",1,0,0,0,0,0
732,The tumbling rotational state of 1I/`Oumuamua,"  The discovery of 1I/2017 U1 ('Oumuamua) has provided the first glimpse of a
planetesimal born in another planetary system. This interloper exhibits a
variable colour within a range that is broadly consistent with local small
bodies such as the P/D type asteroids, Jupiter Trojans, and dynamically excited
Kuiper Belt Objects. 1I/'Oumuamua appears unusually elongated in shape, with an
axial ratio exceeding 5:1. Rotation period estimates are inconsistent and
varied, with reported values between 6.9 and 8.3 hours. Here we analyse all
available optical photometry reported to date. No single rotation period can
explain the exhibited brightness variations. Rather, 1I/'Oumuamua appears to be
in an excited rotational state undergoing Non-Principal Axis (NPA) rotation, or
tumbling. A satisfactory solution has apparent lightcurve frequencies of 0.135
and 0.126 hr-1 and implies a longest-to-shortest axis ratio of 5:1, though the
available data are insufficient to uniquely constrain the true frequencies and
shape. Assuming a body that responds to NPA rotation in a similar manner to
Solar System asteroids and comets, the timescale to damp 1I/'Oumuamua's
tumbling is at least a billion years. 1I/'Oumuamua was likely set tumbling
within its parent planetary system, and will remain tumbling well after it has
left ours.
",0,1,0,0,0,0
733,Homology theory formulas for generalized Riemann-Hurwitz and generalized monoidal transformations,"  In the context of orientable circuits and subcomplexes of these as
representing certain singular spaces, we consider characteristic class formulas
generalizing those classical results as seen for the Riemann-Hurwitz formula
for regulating the topology of branched covering maps and that for monoidal
transformations which include the standard blowing-up process. Here the results
are presented as cap product pairings, which will be elements of a suitable
homology theory, rather than characteristic numbers as would be the case when
taking Kronecker products once Poincar챕 duality is defined. We further
consider possible applications and examples including branched covering maps,
singular varieties involving virtual tangent bundles, the
Chern-Schwartz-MacPherson class, the homology L-class, generalized signature,
and the cohomology signature class.
",0,0,1,0,0,0
734,Video and Accelerometer-Based Motion Analysis for Automated Surgical Skills Assessment,"  Purpose: Basic surgical skills of suturing and knot tying are an essential
part of medical training. Having an automated system for surgical skills
assessment could help save experts time and improve training efficiency. There
have been some recent attempts at automated surgical skills assessment using
either video analysis or acceleration data. In this paper, we present a novel
approach for automated assessment of OSATS based surgical skills and provide an
analysis of different features on multi-modal data (video and accelerometer
data). Methods: We conduct the largest study, to the best of our knowledge, for
basic surgical skills assessment on a dataset that contained video and
accelerometer data for suturing and knot-tying tasks. We introduce ""entropy
based"" features - Approximate Entropy (ApEn) and Cross-Approximate Entropy
(XApEn), which quantify the amount of predictability and regularity of
fluctuations in time-series data. The proposed features are compared to
existing methods of Sequential Motion Texture (SMT), Discrete Cosine Transform
(DCT) and Discrete Fourier Transform (DFT), for surgical skills assessment.
Results: We report average performance of different features across all
applicable OSATS criteria for suturing and knot tying tasks. Our analysis shows
that the proposed entropy based features out-perform previous state-of-the-art
methods using video data. For accelerometer data, our method performs better
for suturing only. We also show that fusion of video and acceleration features
can improve overall performance with the proposed entropy features achieving
highest accuracy. Conclusions: Automated surgical skills assessment can be
achieved with high accuracy using the proposed entropy features. Such a system
can significantly improve the efficiency of surgical training in medical
schools and teaching hospitals.
",1,0,0,0,0,0
735,A Theory of Complex Stochastic Systems with Two Types of Counteracting Entities,"  Many complex systems share two characteristics: 1) they are stochastic in
nature, and 2) they are characterized by a large number of factors. At the same
time, various natural complex systems appear to have two types of intertwined
constituents that exhibit counteracting effects on their equilibrium. In this
study, we employ these few characteristics to lay the groundwork for analyzing
such complex systems. The equilibrium point of these systems is generally
studied either through the kinetic notion of equilibrium or its energetic
notion, but not both. We postulate that these systems attempt to regulate the
state vector of their constituents such that both the kinetic and the energetic
notions of equilibrium are met. Based on this postulate, we prove: 1) the
existence of a point such that the kinetic notion of equilibrium is met for the
less abundant constituents and, at the same time, the state vector of more
abundant entities is regulated to minimize the energetic notion of equilibrium;
2) the effect of unboundedly increasing less (more) abundant constituents
stabilizes (destabilizes) the system; and 3) the (unrestricted) equilibrium of
the system is the point at which the number of stabilizing and destabilizing
entities increase unboundedly with the same rate.
",0,1,0,0,0,0
736,Mixing of odd- and even-frequency pairings in strongly correlated electron systems under magnetic field,"  Even- and odd-frequency superconductivity coexist due to broken time-reversal
symmetry under magnetic field. In order to describe this mixing, we extend the
linearized Eliashberg equation for the spin and charge fluctuation mechanism in
strongly correlated electron systems. We apply this extended Eliashberg
equation to the odd-frequency superconductivity on a quasi-one-dimensional
isosceles triangular lattice under in-plane magnetic field and examine the
effect of the even-frequency component.
",0,1,0,0,0,0
737,Stability of the Poincar챕 bundle,"  Let X be an irreducible smooth projective curve, of genus at least two, over
an algebraically closed field k. Let $\mathcal{M}^d_G$ denote the moduli stack
of principal G-bundles over X of fixed topological type $d \in \pi_1(G)$, where
G is any almost simple affine algebraic group over k. We prove that the
universal bundle over $X \times \mathcal{M}^d_G$ is stable with respect to any
polarization on $X \times \mathcal{M}^d_G$. A similar result is proved for the
Poincar챕 adjoint bundle over $X \times M_G^{d, rs}$, where $M_G^{d, rs}$ is
the coarse moduli space of regularly stable principal G-bundles over X of fixed
topological type d.
",0,0,1,0,0,0
738,Existence results for primitive elements in cubic and quartic extensions of a finite field,"  With $\Fq$ the finite field of $q$ elements, we investigate the following
question. If $\gamma$ generates $\Fqn$ over $\Fq$ and $\beta$ is a non-zero
element of $\Fqn$, is there always an $a \in \Fq$ such that $\beta(\gamma + a)$
is a primitive element? We resolve this case when $n=3$, thereby proving a
conjecture by Cohen. We also improve substantially on what is known when $n=4$.
",0,0,1,0,0,0
739,Morse geodesics in torsion groups,"  In this paper we exhibit Morse geodesics, often called ""hyperbolic
directions"", in infinite unbounded torsion groups. The groups studied are
lacunary hyperbolic groups and constructed using graded small cancellation
conditions. In all previously known examples, Morse geodesics were found in
groups which also contained Morse elements, infinite order elements whose
cyclic subgroup gives a Morse quasi-geodesic. Our result presents the first
example of a group which contains Morse geodesics but no Morse elements. In
fact, we show that there is an isometrically embedded $7$-regular tree inside
such groups where every infinite, simple path is a Morse geodesic.
",0,0,1,0,0,0
740,Global and local thermometry schemes in coupled quantum systems,"  We study the ultimate bounds on the estimation of temperature for an
interacting quantum system. We consider two coupled bosonic modes that are
assumed to be thermal and using quantum estimation theory establish the role
the Hamiltonian parameters play in thermometry. We show that in the case of a
conserved particle number the interaction between the modes leads to a decrease
in the overall sensitivity to temperature, while interestingly, if particle
exchange is allowed with the thermal bath the converse is true. We explain this
dichotomy by examining the energy spectra. Finally, we devise experimentally
implementable thermometry schemes that rely only on locally accessible
information from the total system, showing that almost Heisenberg limited
precision can still be achieved, and we address the (im)possibility for
multiparameter estimation in the system.
",0,1,0,0,0,0
741,The statistical significance filter leads to overconfident expectations of replicability,"  We show that publishing results using the statistical significance
filter---publishing only when the p-value is less than 0.05---leads to a
vicious cycle of overoptimistic expectation of the replicability of results.
First, we show analytically that when true statistical power is relatively low,
computing power based on statistically significant results will lead to
overestimates of power. Then, we present a case study using 10 experimental
comparisons drawn from a recently published meta-analysis in psycholinguistics
(J채ger et al., 2017). We show that the statistically significant results
yield an illusion of replicability. This illusion holds even if the researcher
doesn't conduct any formal power analysis but just uses statistical
significance to informally assess robustness (i.e., replicability) of results.
",0,0,1,1,0,0
742,A levitated nanoparticle as a classical two-level atom,"  The center-of-mass motion of a single optically levitated nanoparticle
resembles three uncoupled harmonic oscillators. We show how a suitable
modulation of the optical trapping potential can give rise to a coupling
between two of these oscillators, such that their dynamics are governed by a
classical equation of motion that resembles the Schr철dinger equation for a
two-level system. Based on experimental data, we illustrate the dynamics of
this parametrically coupled system both in the frequency and in the time
domain. We discuss the limitations and differences of the mechanical analogue
in comparison to a true quantum mechanical system.
",0,1,0,0,0,0
743,Simulating and Reconstructing Neurodynamics with Epsilon-Automata Applied to Electroencephalography (EEG) Microstate Sequences,"  We introduce new techniques to the analysis of neural spatiotemporal dynamics
via applying $\epsilon$-machine reconstruction to electroencephalography (EEG)
microstate sequences. Microstates are short duration quasi-stable states of the
dynamically changing electrical field topographies recorded via an array of
electrodes from the human scalp, and cluster into four canonical classes. The
sequence of microstates observed under particular conditions can be considered
an information source with unknown underlying structure. $\epsilon$-machines
are discrete dynamical system automata with state-dependent probabilities on
different future observations (in this case the next measured EEG microstate).
They artificially reproduce underlying structure in an optimally predictive
manner as generative models exhibiting dynamics emulating the behaviour of the
source. Here we present experiments using both simulations and empirical data
supporting the value of associating these discrete dynamical systems with
mental states (e.g. mind-wandering, focused attention, etc.) and with clinical
populations. The neurodynamics of mental states and clinical populations can
then be further characterized by properties of these dynamical systems,
including: i) statistical complexity (determined by the number of states of the
corresponding $\epsilon$-automaton); ii) entropy rate; iii) characteristic
sequence patterning (syntax, probabilistic grammars); iv) duration, persistence
and stability of dynamical patterns; and v) algebraic measures such as
Krohn-Rhodes complexity or holonomy length of the decompositions of these. The
potential applications include the characterization of mental states in
neurodynamic terms for mental health diagnostics, well-being interventions,
human-machine interface, and others on both subject-specific and
group/population-level.
",1,1,0,0,0,0
744,The LCES HIRES/Keck Precision Radial Velocity Exoplanet Survey,"  We describe a 20-year survey carried out by the Lick-Carnegie Exoplanet
Survey Team (LCES), using precision radial velocities from HIRES on the Keck-I
telescope to find and characterize extrasolar planetary systems orbiting nearby
F, G, K, and M dwarf stars. We provide here 60,949 precision radial velocities
for 1,624 stars contained in that survey. We tabulate a list of 357 significant
periodic signals that are of constant period and phase, and not coincident in
period and/or phase with stellar activity indices. These signals are thus
strongly suggestive of barycentric reflex motion of the star induced by one or
more candidate exoplanets in Keplerian motion about the host star. Of these
signals, 225 have already been published as planet claims, 60 are classified as
significant unpublished planet candidates that await photometric follow-up to
rule out activity-related causes, and 54 are also unpublished, but are
classified as ""significant"" signals that require confirmation by additional
data before rising to classification as planet candidates. Of particular
interest is our detection of a candidate planet with a minimum mass of 3.9
Earth masses and an orbital period of 9.9 days orbiting Lalande 21185, the
fourth-closest main sequence star to the Sun. For each of our exoplanetary
candidate signals, we provide the period and semi-amplitude of the Keplerian
orbital fit, and a likelihood ratio estimate of its statistical significance.
We also tabulate 18 Keplerian-like signals that we classify as likely arising
from stellar activity.
",0,1,0,0,0,0
745,Artificial Intelligence Based Malware Analysis,"  Artificial intelligence methods have often been applied to perform specific
functions or tasks in the cyber-defense realm. However, as adversary methods
become more complex and difficult to divine, piecemeal efforts to understand
cyber-attacks, and malware-based attacks in particular, are not providing
sufficient means for malware analysts to understand the past, present and
future characteristics of malware.
In this paper, we present the Malware Analysis and Attributed using Genetic
Information (MAAGI) system. The underlying idea behind the MAAGI system is that
there are strong similarities between malware behavior and biological organism
behavior, and applying biologically inspired methods to corpora of malware can
help analysts better understand the ecosystem of malware attacks. Due to the
sophistication of the malware and the analysis, the MAAGI system relies heavily
on artificial intelligence techniques to provide this capability. It has
already yielded promising results over its development life, and will hopefully
inspire more integration between the artificial intelligence and cyber--defense
communities.
",1,0,0,0,0,0
746,Bounded height in families of dynamical systems,"  Let a and b be algebraic numbers such that exactly one of a and b is an
algebraic integer, and let f_t(z):=z^2+t be a family of polynomials
parametrized by t. We prove that the set of all algebraic numbers t for which
there exist positive integers m and n such that f_t^m(a)=f_t^n(b) has bounded
Weil height. This is a special case of a more general result supporting a new
bounded height conjecture in dynamics. Our results fit into the general setting
of the principle of unlikely intersections in arithmetic dynamics.
",0,0,1,0,0,0
747,Input-to-State Stability of a Clamped-Free Damped String in the Presence of Distributed and Boundary Disturbances,"  This note establishes the input-to-state stability (ISS) property for a
clamped-free damped string with respect to distributed and boundary
disturbances. While efficient methods for establishing ISS properties for
distributed parameter systems with respect to distributed disturbances have
been developed during the last decades, establishing ISS properties with
respect to boundary disturbances remains challenging. One of the well-known
methods for well-posedness analysis of systems with boundary inputs is to use
an adequate lifting operator, which transfers the boundary disturbance to a
distributed one. However, the resulting distributed disturbance involves time
derivatives of the boundary perturbation. Thus, the subsequent ISS estimate
depends on its amplitude, and may not be expressed in the strict form of ISS
properties. To solve this problem, we show for a clamped-free damped string
equation that the projection of the original system trajectories in an adequate
Riesz basis can be used to establish the desired ISS property.
",1,0,0,0,0,0
748,A New Achievable Rate Region for Multiple-Access Channel with States,"  The problem of reliable communication over the multiple-access channel (MAC)
with states is investigated. We propose a new coding scheme for this problem
which uses quasi-group codes (QGC). We derive a new computable single-letter
characterization of the achievable rate region. As an example, we investigate
the problem of doubly-dirty MAC with modulo-$4$ addition. It is shown that the
sum-rate $R_1+R_2=1$ bits per channel use is achievable using the new scheme.
Whereas, the natural extension of the Gel'fand-Pinsker scheme, sum-rates
greater than $0.32$ are not achievable.
",1,0,0,0,0,0
749,Reassessing Graphene Absorption and Emission Spectroscopy,"  We present a new paradigm for understanding optical absorption and hot
electron dynamics experiments in graphene. Our analysis pivots on assigning
proper importance to phonon assisted indirect processes and bleaching of direct
processes. We show indirect processes figure in the excess absorption in the UV
region. Experiments which were thought to indicate ultrafast relaxation of
electrons and holes, reaching a thermal distribution from an extremely
non-thermal one in under 5-10 fs, instead are explained by the nascent electron
and hole distributions produced by indirect transitions. These need no
relaxation or ad-hoc energy removal to agree with the observed emission spectra
and fast pulsed absorption spectra. The fast emission following pulsed
absorption is dominated by phonon assisted processes, which vastly outnumber
direct ones and are always available, connecting any electron with any hole any
time. Calculations are given, including explicitly calculating the magnitude of
indirect processes, supporting these views.
",0,1,0,0,0,0
750,A deep generative model for single-cell RNA sequencing with application to detecting differentially expressed genes,"  We propose a probabilistic model for interpreting gene expression levels that
are observed through single-cell RNA sequencing. In the model, each cell has a
low-dimensional latent representation. Additional latent variables account for
technical effects that may erroneously set some observations of gene expression
levels to zero. Conditional distributions are specified by neural networks,
giving the proposed model enough flexibility to fit the data well. We use
variational inference and stochastic optimization to approximate the posterior
distribution. The inference procedure scales to over one million cells, whereas
competing algorithms do not. Even for smaller datasets, for several tasks, the
proposed procedure outperforms state-of-the-art methods like ZIFA and
ZINB-WaVE. We also extend our framework to take into account batch effects and
other confounding factors and propose a natural Bayesian hypothesis framework
for differential expression that outperforms tradition DESeq2.
",1,0,0,1,0,0
751,Analytic heating rate of neutron star merger ejecta derived from Fermi's theory of beta decay,"  Macronovae (kilonovae) that arise in binary neutron star mergers are powered
by radioactive beta decay of hundreds of $r$-process nuclides. We derive, using
Fermi's theory of beta decay, an analytic estimate of the nuclear heating rate.
We show that the heating rate evolves as a power law ranging between $t^{-6/5}$
to $t^{-4/3}$. The overall magnitude of the heating rate is determined by the
mean values of nuclear quantities, e.g., the nuclear matrix elements of beta
decay. These values are specified by using nuclear experimental data. We
discuss the role of higher order beta transitions and the robustness of the
power law. The robust and simple form of the heating rate suggests that
observations of the late-time bolometric light curve $\propto t^{-\frac{4}{3}}$
would be a direct evidence of a $r$-process driven macronova. Such observations
could also enable us to estimate the total amount of $r$-process nuclei
produced in the merger.
",0,1,0,0,0,0
752,Molecular Simulation of Caloric Properties of Fluids Modelled by Force Fields with Intramolecular Contributions: Application to Heat Capacities,"  The calculation of caloric properties such as heat capacity, Joule-Thomson
coefficients and the speed of sound by classical force-field-based molecular
simulation methodology has received scant attention in the literature,
particularly for systems composed of complex molecules whose force fields (FFs)
are characterized by a combination of intramolecular and intermolecular terms
(referred to herein as ""flexible FFs""). The calculation of a thermodynamic
property for a system whose molecules are described by such a FF involves the
calculation of the residual property prior to its addition to the corresponding
ideal-gas (IG) property, the latter of which is separately calculated, either
using thermochemical compilations or nowadays accurate quantum mechanical
calculations. Although the simulation of a volumetric residual property
proceeds by simply replacing the intermolecular FF in the rigid molecule case
by the total (intramolecular plus intermolecular) FF, this is not the case for
a caloric property. We discuss the methodology required in performing such
calculations, and focus on the example of the molar heat capacity at constant
pressure, $c_P$, one of the most important caloric properties. We also consider
three approximations for the calculation procedure, and illustrate their
consequences for the examples of the relatively simple molecule 2-propanol,
${\rm CH_3CH(OH)CH_3}$, and for monoethanolamine, ${\rm HO(CH_2)_2NH_2}$, an
important fluid used in carbon capture.
",0,1,0,0,0,0
753,On well-posedness of a velocity-vorticity formulation of the Navier-Stokes equations with no-slip boundary conditions,"  We study well-posedness of a velocity-vorticity formulation of the
Navier--Stokes equations, supplemented with no-slip velocity boundary
conditions, a no-penetration vorticity boundary condition, along with a natural
vorticity boundary condition depending on a pressure functional. In the
stationary case we prove existence and uniqueness of a suitable weak solution
to the system under a small data condition. The topic of the paper is driven by
recent developments of vorticity based numerical methods for the Navier--Stokes
equations.
",0,0,1,0,0,0
754,Generative Adversarial Networks for Electronic Health Records: A Framework for Exploring and Evaluating Methods for Predicting Drug-Induced Laboratory Test Trajectories,"  Generative Adversarial Networks (GANs) represent a promising class of
generative networks that combine neural networks with game theory. From
generating realistic images and videos to assisting musical creation, GANs are
transforming many fields of arts and sciences. However, their application to
healthcare has not been fully realized, more specifically in generating
electronic health records (EHR) data. In this paper, we propose a framework for
exploring the value of GANs in the context of continuous laboratory time series
data. We devise an unsupervised evaluation method that measures the predictive
power of synthetic laboratory test time series. Further, we show that when it
comes to predicting the impact of drug exposure on laboratory test data,
incorporating representation learning of the training cohorts prior to training
GAN models is beneficial.
",1,0,0,1,0,0
755,Properties of Kinetic Transition Networks for Atomic Clusters and Glassy Solids,"  A database of minima and transition states corresponds to a network where the
minima represent nodes and the transition states correspond to edges between
the pairs of minima they connect via steepest-descent paths. Here we construct
networks for small clusters bound by the Morse potential for a selection of
physically relevant parameters, in two and three dimensions. The properties of
these unweighted and undirected networks are analysed to examine two features:
whether they are small-world, where the shortest path between nodes involves
only a small number or edges; and whether they are scale-free, having a degree
distribution that follows a power law. Small-world character is present, but
statistical tests show that a power law is not a good fit, so the networks are
not scale-free. These results for clusters are compared with the corresponding
properties for the molecular and atomic structural glass formers
ortho-terphenyl and binary Lennard-Jones. These glassy systems do not show
small-world properties, suggesting that such behaviour is linked to the
structure-seeking landscapes of the Morse clusters.
",0,1,0,1,0,0
756,Asynchronous Byzantine Machine Learning (the case of SGD),"  Asynchronous distributed machine learning solutions have proven very
effective so far, but always assuming perfectly functioning workers. In
practice, some of the workers can however exhibit Byzantine behavior, caused by
hardware failures, software bugs, corrupt data, or even malicious attacks. We
introduce \emph{Kardam}, the first distributed asynchronous stochastic gradient
descent (SGD) algorithm that copes with Byzantine workers. Kardam consists of
two complementary components: a filtering and a dampening component. The first
is scalar-based and ensures resilience against $\frac{1}{3}$ Byzantine workers.
Essentially, this filter leverages the Lipschitzness of cost functions and acts
as a self-stabilizer against Byzantine workers that would attempt to corrupt
the progress of SGD. The dampening component bounds the convergence rate by
adjusting to stale information through a generic gradient weighting scheme. We
prove that Kardam guarantees almost sure convergence in the presence of
asynchrony and Byzantine behavior, and we derive its convergence rate. We
evaluate Kardam on the CIFAR-100 and EMNIST datasets and measure its overhead
with respect to non Byzantine-resilient solutions. We empirically show that
Kardam does not introduce additional noise to the learning procedure but does
induce a slowdown (the cost of Byzantine resilience) that we both theoretically
and empirically show to be less than $f/n$, where $f$ is the number of
Byzantine failures tolerated and $n$ the total number of workers.
Interestingly, we also empirically observe that the dampening component is
interesting in its own right for it enables to build an SGD algorithm that
outperforms alternative staleness-aware asynchronous competitors in
environments with honest workers.
",0,0,0,1,0,0
